,actor,actress,art_direction,cinematography,costume,director,editing,effects,music,other,picture,s_actor,s_actress,screenplay,song,sound,year
The Milk of Sorrow,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2009
A Prophet,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2009
The White Ribbon,O,O,O,N,O,O,O,O,O,N,O,O,O,O,O,O,2009
The Cove,O,O,O,O,O,O,O,O,O,W,O,O,O,O,O,O,2009
Burma VJ,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2009
"Food, Inc.",O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2009
The Most Dangerous Man in America,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2009
Which Way Home,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2009
Music by Prudence,O,O,O,O,O,O,O,O,O,W,O,O,O,O,O,O,2009
China's Unnatural Disaster: The Tears of Sichuan Province,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2009
The Last Campaign of Governor Booth Gardner,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2009
The Last Truck: Closing of a GM Plant,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2009
Rabbit à la Berlin,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2009
The New Tenants,O,O,O,O,O,O,O,O,O,W,O,O,O,O,O,O,2009
The Door,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2009
Instead of Abracadabra,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2009
Kavi,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2009
Miracle Fish,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2009
Logorama,O,O,O,O,O,O,O,O,O,W,O,O,O,O,O,O,2009
French Roast,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2009
Granny O'Grimm's Sleeping Beauty,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2009
The Lady and the Reaper,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2009
A Matter of Loaf and Death,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2009
Sherlock Holmes,O,O,N,O,O,O,O,O,N,O,O,O,O,O,O,O,2009
Paris 36,O,O,O,O,O,O,O,O,O,O,O,O,O,O,N,O,2009
Star Trek,O,O,O,O,O,O,N,N,O,W,O,O,O,O,O,N,2009
Transformers: Revenge of the Fallen,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,N,2009
The Imaginarium of Doctor Parnassus,O,O,N,O,N,O,O,O,O,O,O,O,O,O,O,O,2009
The Young Victoria,O,O,N,O,W,O,O,O,O,N,O,O,O,O,O,O,2009
Harry Potter and the Half-Blood Prince,O,O,O,N,O,O,O,O,O,O,O,O,O,O,O,O,2009
Il Divo,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2009
Bright Star,O,O,O,O,N,O,O,O,O,O,O,O,O,O,O,O,2009
Coco Before Chanel,O,O,O,O,N,O,O,O,O,O,O,O,O,O,O,O,2009
The King's Speech,W,O,N,N,N,W,N,O,N,O,W,N,N,W,O,N,2010
127 Hours,N,O,O,O,O,O,N,O,N,O,N,O,O,N,N,O,2010
Black Swan,O,W,O,N,O,N,N,O,O,O,N,O,O,O,O,O,2010
The Fighter,O,O,O,O,O,N,N,O,O,O,N,W,WN,N,O,O,2010
Inception,O,O,N,W,O,O,W,W,N,O,N,O,O,N,O,W,2010
The Kids Are All Right,O,N,O,O,O,O,O,O,O,O,N,N,O,N,O,O,2010
The Social Network,N,O,O,N,O,N,W,O,W,O,N,O,O,W,O,N,2010
Toy Story 3,O,O,O,O,O,O,N,O,O,W,N,O,O,N,W,O,2010
True Grit,N,O,N,N,N,N,N,O,O,O,N,O,N,N,O,N,2010
Winter's Bone,O,N,O,O,O,O,O,O,O,O,N,N,O,N,O,O,2010
Biutiful,N,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2010
Rabbit Hole,O,N,O,O,O,O,O,O,O,O,O,O,O,O,O,O,2010
Blue Valentine,O,N,O,O,O,O,O,O,O,O,O,O,O,O,O,O,2010
The Town,O,O,O,O,O,O,O,O,O,O,O,N,O,O,O,O,2010
Animal Kingdom,O,O,O,O,O,O,O,O,O,O,O,O,N,O,O,O,2010
Another Year,O,O,O,O,O,O,O,O,O,O,O,O,O,N,O,O,2010
How to Train Your Dragon,O,O,O,O,O,O,O,O,N,N,O,O,O,O,O,O,2010
The Illusionist,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2010
In a Better World,O,O,O,O,O,O,O,O,O,W,O,O,O,O,O,O,2010
Dogtooth,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2010
Incendies,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2010
Outside the Law,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2010
Inside Job,O,O,O,O,O,O,O,O,O,W,O,O,O,O,O,O,2010
Exit Through the Gift Shop,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2010
Gasland,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2010
Restrepo,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2010
Waste Land,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2010
Strangers No More,O,O,O,O,O,O,O,O,O,W,O,O,O,O,O,O,2010
Killing in the Name,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2010
Poster Girl,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2010
Sun Come Up,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2010
The Warriors of Qiugang,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2010
God of Love,O,O,O,O,O,O,O,O,O,W,O,O,O,O,O,O,2010
The Confession,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2010
The Crush,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2010
Na Wewe,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2010
Wish 143,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2010
The Lost Thing,O,O,O,O,O,O,O,O,O,W,O,O,O,O,O,O,2010
Day & Night,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2010
The Gruffalo,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2010
Let's Pollute,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2010
"Madagascar, a Journey Diary",O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2010
Country Strong,O,O,O,O,O,O,O,O,O,O,O,O,O,O,N,O,2010
Tangled,O,O,O,O,O,O,O,O,O,O,O,O,O,O,N,O,2010
Tron: Legacy,O,O,O,O,O,O,N,O,O,O,O,O,O,O,O,O,2010
Unstoppable,O,O,O,O,O,O,N,O,O,O,O,O,O,O,O,O,2010
Salt,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,N,2010
Alice in Wonderland,O,O,W,O,W,O,O,N,O,O,O,O,O,O,O,O,2010
Harry Potter and the Deathly Hallows  Part 1,O,O,N,O,O,O,O,N,O,O,O,O,O,O,O,O,2010
The Wolfman,O,O,O,O,O,O,O,O,O,W,O,O,O,O,O,O,2010
Barney's Version,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2010
The Way Back,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2010
I Am Love,O,O,O,O,N,O,O,O,O,O,O,O,O,O,O,O,2010
The Tempest,O,O,O,O,N,O,O,O,O,O,O,O,O,O,O,O,2010
Hereafter,O,O,O,O,O,O,O,N,O,O,O,O,O,O,O,O,2010
Iron Man 2,O,O,O,O,O,O,O,N,O,O,O,O,O,O,O,O,2010
The Artist,W,O,N,N,W,W,N,O,W,O,W,O,N,N,O,O,2011
The Descendants,N,O,O,O,O,N,N,O,O,O,N,O,O,W,O,O,2011
Extremely Loud & Incredibly Close,O,O,O,O,O,O,O,O,O,O,N,N,O,O,O,O,2011
The Help,O,N,O,O,O,O,O,O,O,O,N,O,WN,O,O,O,2011
Hugo,O,O,W,W,N,N,N,W,N,O,N,O,O,N,O,W,2011
Midnight in Paris,O,O,N,O,O,N,O,O,O,O,N,O,O,W,O,O,2011
Moneyball,N,O,O,O,O,O,N,O,O,O,N,N,O,N,O,N,2011
The Tree of Life,O,O,O,N,O,N,O,O,O,O,N,O,O,O,O,O,2011
War Horse,O,O,N,N,O,O,N,O,N,O,N,O,O,O,O,N,2011
A Better Life,N,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,2011
Tinker Tailor Soldier Spy,N,O,O,O,O,O,O,O,N,O,O,O,O,N,O,O,2011
The Iron Lady,O,W,O,O,O,O,O,O,O,W,O,O,O,O,O,O,2011
Albert Nobbs,O,N,O,O,O,O,O,O,O,N,O,O,N,O,O,O,2011
The Girl with the Dragon Tattoo,O,N,O,O,O,O,W,O,O,O,O,O,O,O,O,N,2011
My Week with Marilyn,O,N,O,O,O,O,O,O,O,O,O,N,O,O,O,O,2011
Beginners,O,O,O,O,O,O,O,O,O,O,O,W,O,O,O,O,2011
Warrior,O,O,O,O,O,O,O,O,O,O,O,N,O,O,O,O,2011
Bridesmaids,O,O,O,O,O,O,O,O,O,O,O,O,N,N,O,O,2011
Margin Call,O,O,O,O,O,O,O,O,O,O,O,O,O,N,O,O,2011
A Separation,O,O,O,O,O,O,O,O,O,W,O,O,O,N,O,O,2011
The Ides of March,O,O,O,O,O,O,O,O,O,O,O,O,O,N,O,O,2011
Rango,O,O,O,O,O,O,O,O,O,W,O,O,O,O,O,O,2011
A Cat in Paris,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2011
Chico and Rita,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2011
Kung Fu Panda 2,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2011
Puss in Boots,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2011
Bullhead,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2011
Footnote,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2011
In Darkness,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2011
Monsieur Lazhar,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2011
Undefeated,O,O,O,O,O,O,O,O,O,W,O,O,O,O,O,O,2011
Hell and Back Again,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2011
If a Tree Falls: A Story of the Earth Liberation Front,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2011
Paradise Lost 3: Purgatory,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2011
Pina,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2011
Saving Face,O,O,O,O,O,O,O,O,O,W,O,O,O,O,O,O,2011
The Barber of Birmingham: Foot Soldier of the Civil Rights Movement,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2011
God Is the Bigger Elvis,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2011
Incident in New Baghdad,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2011
The Tsunami and the Cherry Blossom,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2011
The Shore,O,O,O,O,O,O,O,O,O,W,O,O,O,O,O,O,2011
Pentecost,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2011
Raju,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2011
Time Freak,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2011
Tuba Atlantic,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2011
The Fantastic Flying Books of Mr. Morris Lessmore,O,O,O,O,O,O,O,O,O,W,O,O,O,O,O,O,2011
Dimanche,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2011
La Luna,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2011
A Morning Stroll,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2011
Wild Life,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2011
The Adventures of Tintin,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,O,2011
The Muppets,O,O,O,O,O,O,O,O,O,O,O,O,O,O,W,O,2011
Rio,O,O,O,O,O,O,O,O,O,O,O,O,O,O,N,O,2011
Drive,O,O,O,O,O,O,N,O,O,O,O,O,O,O,O,O,2011
Transformers: Dark of the Moon,O,O,O,O,O,O,N,N,O,O,O,O,O,O,O,N,2011
Harry Potter and the Deathly Hallows  Part 2,O,O,N,O,O,O,O,N,O,N,O,O,O,O,O,O,2011
The Girl With the Dragon Tattoo,O,O,O,N,O,O,O,O,O,O,O,O,O,O,O,O,2011
Anonymous,O,O,O,O,N,O,O,O,O,O,O,O,O,O,O,O,2011
Jane Eyre,O,O,O,O,N,O,O,O,O,O,O,O,O,O,O,O,2011
W.E.,O,O,O,O,N,O,O,O,O,O,O,O,O,O,O,O,2011
Real Steel,O,O,O,O,O,O,O,N,O,O,O,O,O,O,O,O,2011
Rise of the Planet of the Apes,O,O,O,O,O,O,O,N,O,O,O,O,O,O,O,O,2011
Argo,O,O,O,O,O,O,W,O,N,O,W,N,O,W,O,N,2012
Amour,O,N,O,O,O,N,O,O,O,W,N,O,O,N,O,O,2012
Beasts of the Southern Wild,O,N,O,O,O,N,O,O,O,O,N,O,O,N,O,O,2012
Django Unchained,O,O,O,N,O,O,N,O,O,O,N,W,O,W,O,O,2012
Les Misérables,N,O,O,O,N,O,O,O,O,W,N,O,W,O,N,W,2012
Life of Pi,O,O,O,W,O,W,N,W,W,N,N,O,O,N,N,N,2012
Lincoln,W,O,O,N,N,N,N,O,N,W,N,N,N,N,O,N,2012
Silver Linings Playbook,N,W,O,O,O,N,N,O,O,O,N,N,N,N,O,O,2012
Zero Dark Thirty,O,N,O,O,O,O,N,O,O,O,N,O,O,N,O,O,2012
The Master,N,O,O,O,O,O,O,O,O,O,O,N,N,O,O,O,2012
Flight,N,O,O,O,O,O,O,O,O,O,O,O,O,N,O,O,2012
The Impossible,O,N,O,O,O,O,O,O,O,O,O,O,O,O,O,O,2012
The Sessions,O,O,O,O,O,O,O,O,O,O,O,O,N,O,O,O,2012
Moonrise Kingdom,O,O,O,O,O,O,O,O,O,O,O,O,O,N,O,O,2012
Brave,O,O,O,O,O,O,O,O,O,W,O,O,O,O,O,O,2012
Frankenweenie,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2012
ParaNorman,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2012
The Pirates! Band of Misfits,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2012
Wreck-It Ralph,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2012
Kon-Tiki,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2012
No,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2012
A Royal Affair,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2012
War Witch,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2012
Searching for Sugar Man,O,O,O,O,O,O,O,O,O,W,O,O,O,O,O,O,2012
5 Broken Cameras,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2012
The Gatekeepers,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2012
How to Survive a Plague,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2012
The Invisible War,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2012
Inocente,O,O,O,O,O,O,O,O,O,W,O,O,O,O,O,O,2012
Kings Point,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2012
Mondays at Racine,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2012
Open Heart,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2012
Redemption,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2012
Curfew,O,O,O,O,O,O,O,O,O,W,O,O,O,O,O,O,2012
Asad,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2012
Buzkashi Boys,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2012
Death of a Shadow,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2012
Henry,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2012
Paperman,O,O,O,O,O,O,O,O,O,W,O,O,O,O,O,O,2012
Adam and Dog,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2012
Fresh Guacamole,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2012
Head over Heels,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2012
The Longest Daycare,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2012
Anna Karenina,O,O,O,N,W,O,O,O,N,N,O,O,O,O,O,O,2012
Skyfall,O,O,O,N,O,O,W,O,N,O,O,O,O,O,W,N,2012
Chasing Ice,O,O,O,O,O,O,O,O,O,O,O,O,O,O,N,O,2012
Ted,O,O,O,O,O,O,O,O,O,O,O,O,O,O,N,O,2012
The Hobbit: An Unexpected Journey,O,O,O,O,O,O,O,N,O,N,O,O,O,O,O,O,2012
Hitchcock,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2012
Mirror Mirror,O,O,O,O,N,O,O,O,O,O,O,O,O,O,O,O,2012
Snow White and the Huntsman,O,O,O,O,N,O,O,N,O,O,O,O,O,O,O,O,2012
Marvel's The Avengers,O,O,O,O,O,O,O,N,O,O,O,O,O,O,O,O,2012
Prometheus,O,O,O,O,O,O,O,N,O,O,O,O,O,O,O,O,2012
12 Years a Slave,N,O,O,O,N,N,N,O,O,N,W,N,W,W,O,O,2013
American Hustle,N,N,O,O,N,N,N,O,O,N,N,N,N,N,O,O,2013
Captain Phillips,O,O,O,O,O,O,N,O,O,O,N,N,O,N,O,N,2013
Dallas Buyers Club,W,O,O,O,O,O,N,O,O,W,N,W,O,N,O,O,2013
Gravity,O,N,O,W,O,W,W,W,W,N,N,O,O,O,O,W,2013
Her,O,O,O,O,O,O,O,O,N,N,N,O,O,W,N,O,2013
Nebraska,N,O,O,N,O,N,O,O,O,O,N,O,N,N,O,O,2013
Philomena,O,N,O,O,O,O,O,O,N,O,N,O,O,N,O,O,2013
The Wolf of Wall Street,N,O,O,O,O,N,O,O,O,O,N,N,O,N,O,O,2013
Blue Jasmine,O,W,O,O,O,O,O,O,O,O,O,O,N,N,O,O,2013
August: Osage County,O,N,O,O,O,O,O,O,O,O,O,O,N,O,O,O,2013
Before Midnight,O,O,O,O,O,O,O,O,O,O,O,O,O,N,O,O,2013
Frozen,O,O,O,O,O,O,O,O,O,W,O,O,O,O,W,O,2013
The Croods,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2013
Despicable Me 2,O,O,O,O,O,O,O,O,O,N,O,O,O,O,N,O,2013
Ernest & Celestine,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2013
The Wind Rises,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2013
The Great Beauty,O,O,O,O,O,O,O,O,O,W,O,O,O,O,O,O,2013
The Broken Circle Breakdown,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2013
The Hunt,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2013
The Missing Picture,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2013
Omar,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2013
20 Feet from Stardom,O,O,O,O,O,O,O,O,O,W,O,O,O,O,O,O,2013
The Act of Killing,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2013
Cutie and the Boxer,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2013
Dirty Wars,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2013
The Square,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2013
The Lady in Number 6: Music Saved My Life,O,O,O,O,O,O,O,O,O,W,O,O,O,O,O,O,2013
CaveDigger,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2013
Facing Fear,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2013
Karama Has No Walls,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2013
Prison Terminal: The Last Days of Private Jack Hall,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2013
Helium,O,O,O,O,O,O,O,O,O,W,O,O,O,O,O,O,2013
Aquél no era yo,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2013
Avant que de tout perdre,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2013
Pitääkö mun kaikki hoitaa?,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2013
The Voorman Problem,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2013
Mr Hublot,O,O,O,O,O,O,O,O,O,W,O,O,O,O,O,O,2013
Feral,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2013
Get a Horse!,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2013
Possessions,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2013
Room on the Broom,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2013
The Book Thief,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,O,2013
Saving Mr. Banks,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,O,2013
Mandela: Long Walk to Freedom,O,O,O,O,O,O,O,O,O,O,O,O,O,O,N,O,2013
Alone yet Not Alone,O,O,O,O,O,O,O,O,O,O,O,O,O,O,N,O,2013
All Is Lost,O,O,O,O,O,O,N,O,O,O,O,O,O,O,O,O,2013
The Hobbit: The Desolation of Smaug,O,O,O,O,O,O,N,N,O,O,O,O,O,O,O,N,2013
Lone Survivor,O,O,O,O,O,O,N,O,O,O,O,O,O,O,O,N,2013
Inside Llewyn Davis,O,O,O,N,O,O,O,O,O,O,O,O,O,O,O,N,2013
The Great Gatsby,O,O,O,O,W,O,O,O,O,W,O,O,O,O,O,O,2013
The Grandmaster,O,O,O,N,N,O,O,O,O,O,O,O,O,O,O,O,2013
Prisoners,O,O,O,N,O,O,O,O,O,O,O,O,O,O,O,O,2013
Jackass Presents: Bad Grandpa,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2013
The Lone Ranger,O,O,O,O,O,O,O,N,O,N,O,O,O,O,O,O,2013
The Invisible Woman,O,O,O,O,N,O,O,O,O,O,O,O,O,O,O,O,2013
Iron Man 3,O,O,O,O,O,O,O,N,O,O,O,O,O,O,O,O,2013
Star Trek Into Darkness,O,O,O,O,O,O,O,N,O,O,O,O,O,O,O,O,2013
Birdman or (The Unexpected Virtue of Ignorance),N,O,O,W,O,W,N,O,O,O,W,N,N,W,O,N,2014
American Sniper,N,O,O,O,O,O,N,O,O,O,N,O,O,N,O,N,2014
Boyhood,O,O,O,O,O,N,N,O,O,O,N,N,W,N,O,O,2014
The Grand Budapest Hotel,O,O,O,N,W,N,N,O,W,W,N,O,O,N,O,O,2014
The Imitation Game,N,O,O,O,O,N,N,O,N,N,N,O,N,W,O,O,2014
Selma,O,O,O,O,O,O,O,O,O,O,N,O,O,O,W,O,2014
The Theory of Everything,W,N,O,O,O,O,O,O,N,O,N,O,O,N,O,O,2014
Whiplash,O,O,O,O,O,O,W,O,O,O,N,W,O,N,O,W,2014
Foxcatcher,N,O,O,O,O,N,O,O,O,N,O,N,O,N,O,O,2014
Still Alice,O,W,O,O,O,O,O,O,O,O,O,O,O,O,O,O,2014
"Two Days, One Night",O,N,O,O,O,O,O,O,O,O,O,O,O,O,O,O,2014
Gone Girl,O,N,O,O,O,O,O,O,O,O,O,O,O,O,O,O,2014
Wild,O,N,O,O,O,O,O,O,O,O,O,O,N,O,O,O,2014
The Judge,O,O,O,O,O,O,O,O,O,O,O,N,O,O,O,O,2014
Into the Woods,O,O,O,O,N,O,O,O,O,N,O,O,N,O,O,O,2014
Nightcrawler,O,O,O,O,O,O,O,O,O,O,O,O,O,N,O,O,2014
Inherent Vice,O,O,O,O,N,O,O,O,O,O,O,O,O,N,O,O,2014
Big Hero 6,O,O,O,O,O,O,O,O,O,W,O,O,O,O,O,O,2014
The Boxtrolls,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2014
How to Train Your Dragon 2,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2014
Song of the Sea,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2014
The Tale of the Princess Kaguya,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2014
Ida,O,O,O,N,O,O,O,O,O,W,O,O,O,O,O,O,2014
Leviathan,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2014
Tangerines,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2014
Timbuktu,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2014
Wild Tales,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2014
Citizenfour,O,O,O,O,O,O,O,O,O,W,O,O,O,O,O,O,2014
Finding Vivian Maier,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2014
Last Days in Vietnam,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2014
The Salt of the Earth,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2014
Virunga,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2014
Crisis Hotline: Veterans Press 1,O,O,O,O,O,O,O,O,O,W,O,O,O,O,O,O,2014
Joanna,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2014
Our Curse,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2014
The Reaper,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2014
White Earth,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2014
The Phone Call,O,O,O,O,O,O,O,O,O,W,O,O,O,O,O,O,2014
Aya,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2014
Boogaloo and Graham,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2014
Butter Lamp,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2014
Parvaneh,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2014
Feast,O,O,O,O,O,O,O,O,O,W,O,O,O,O,O,O,2014
The Bigger Picture,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2014
The Dam Keeper,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2014
Me and My Moulton,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2014
A Single Life,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,2014
Interstellar,O,O,O,O,O,O,N,W,N,N,O,O,O,O,O,N,2014
Mr. Turner,O,O,O,N,N,O,O,O,N,N,O,O,O,O,O,O,2014
The Lego Movie,O,O,O,O,O,O,O,O,O,O,O,O,O,O,N,O,2014
Beyond the Lights,O,O,O,O,O,O,O,O,O,O,O,O,O,O,N,O,2014
Glen Campbell: I'll Be Me,O,O,O,O,O,O,O,O,O,O,O,O,O,O,N,O,2014
Begin Again,O,O,O,O,O,O,O,O,O,O,O,O,O,O,N,O,2014
The Hobbit: The Battle of the Five Armies,O,O,O,O,O,O,N,O,O,O,O,O,O,O,O,O,2014
Unbroken,O,O,O,N,O,O,N,O,O,O,O,O,O,O,O,N,2014
Guardians of the Galaxy,O,O,O,O,O,O,O,N,O,N,O,O,O,O,O,O,2014
Maleficent,O,O,O,O,N,O,O,O,O,O,O,O,O,O,O,O,2014
Captain America: The Winter Soldier,O,O,O,O,O,O,O,N,O,O,O,O,O,O,O,O,2014
